timestamp,id_maquina,idade_equipamento_meses,id_operador,turno,temperatura_c,vibracao_rms,pressao,unidade_pressao,corrente_a,rpm,horas_operacao,falha_72h
2026-06-01 00:00:00,M01,171,OP-11,1,72.76,,3.625,bar,20.7,1737.5,21192.0,1
2026-06-01 00:00:00,M02,115,OP-03,1,65.08,2.734,3.949,bar,18.38,1755.0,14472.0,0
2026-06-01 00:00:00,M03,125,OP-12,1,69.04,2.881,3.774,bar,20.29,1763.1,15672.0,0
2026-06-01 00:00:00,M04,163,OP-07,1,74.15,4.248,3.655,bar,21.69,1731.9,20232.0,1
2026-06-01 00:00:00,M05,107,OP-03,1,65.27,2.58,3.933,bar,19.48,1745.9,13512.0,0
2026-06-01 00:00:00,M06,141,OP-07,1,69.08,3.307,3.891,bar,20.29,1771.3,17592.0,0
2026-06-01 00:00:00,M07,151,OP-07,1,73.94,4.102,3.878,bar,21.46,1728.0,18792.0,1
2026-06-01 00:00:00,M08,45,OP-03,1,73.04,4.003,3.621,bar,22.6,1740.1,6072.0,0
2026-06-01 00:00:00,M09,15,OP-01,1,63.96,2.06,3.842,bar,19.17,1766.8,2472.0,0
2026-06-01 00:00:00,M10,58,OP-03,1,69.16,3.349,3.98,bar,20.99,1756.6,7632.0,0
2026-06-01 00:00:00,M11,55,OP-06,1,72.38,4.319,3.843,bar,21.63,1744.4,7272.0,0
2026-06-01 00:00:00,M12,158,OP-10,1,76.28,,3.509,bar,22.19,1733.8,19632.0,0
2026-06-01 00:00:00,M13,165,OP-11,1,67.39,2.861,3.999,bar,19.64,1760.5,20472.0,0
2026-06-01 00:00:00,M14,6,OP-08,1,65.73,2.305,3.934,bar,18.49,1765.9,1392.0,0
2026-06-01 00:00:00,M15,93,OP-02,1,66.35,2.779,4.025,bar,18.58,1774.4,11832.0,0
2026-06-01 00:00:00,M16,149,OP-11,1,70.15,,4.006,bar,19.88,1750.1,18552.0,1
2026-06-01 00:00:00,M17,29,OP-03,1,71.56,3.685,3.862,bar,19.78,1749.5,4152.0,0
2026-06-01 00:00:00,M18,145,OP-03,1,69.68,3.113,56.852,psi,19.76,1779.6,18072.0,0
2026-06-01 00:00:00,M19,26,OP-09,1,67.22,2.85,56.932,psi,20.45,1764.6,3792.0,0
2026-06-01 00:00:00,M20,87,OP-01,1,72.6,3.806,54.654,psi,20.08,1740.9,11112.0,1
2026-06-01 00:00:00,M21,148,OP-04,1,64.84,2.904,57.613,psi,20.76,1763.8,18432.0,0
2026-06-01 00:00:00,M22,59,OP-11,1,64.84,2.197,60.619,psi,18.98,1759.6,7752.0,0
2026-06-01 00:00:00,M23,65,OP-09,1,69.11,3.741,56.933,psi,20.89,1749.6,8472.0,0
2026-06-01 00:00:00,M24,54,OP-07,1,71.52,3.981,57.447,psi,21.77,1738.9,7152.0,1
2026-06-01 00:00:00,M25,131,OP-10,1,68.93,,55.137,psi,20.79,1752.1,16392.0,0
2026-06-01 01:00:00,M01,171,OP-07,1,73.73,4.018,3.799,bar,20.52,1751.2,21193.0,1
2026-06-01 01:00:00,M02,115,OP-07,1,65.61,2.506,4.008,bar,18.46,1779.3,14473.0,0
2026-06-01 01:00:00,M03,125,OP-02,1,67.83,3.123,3.581,bar,20.24,1758.1,15673.0,0
2026-06-01 01:00:00,M04,163,OP-07,1,74.67,,3.871,bar,21.88,1741.4,20233.0,1
2026-06-01 01:00:00,M05,107,OP-10,1,67.96,2.685,4.021,bar,19.13,1776.4,13513.0,0
2026-06-01 01:00:00,M06,141,OP-01,1,68.56,3.294,4.04,bar,20.4,1751.1,17593.0,0
2026-06-01 01:00:00,M07,151,OP-07,1,72.0,,3.563,bar,21.93,1735.2,18793.0,1
2026-06-01 01:00:00,M08,45,OP-03,1,71.22,,3.76,bar,20.45,1745.5,6073.0,0
2026-06-01 01:00:00,M09,15,OP-05,1,63.08,2.275,3.952,bar,18.4,1771.6,2473.0,0
2026-06-01 01:00:00,M10,58,OP-07,1,69.45,3.233,4.003,bar,19.01,1762.6,7633.0,0
2026-06-01 01:00:00,M11,55,OP-07,1,72.88,4.083,3.712,bar,21.09,1739.1,7273.0,0
2026-06-01 01:00:00,M12,158,OP-08,1,75.15,4.611,3.48,bar,21.57,1738.4,19633.0,0
2026-06-01 01:00:00,M13,165,OP-09,1,66.08,3.19,3.84,bar,18.98,1750.1,20473.0,0
2026-06-01 01:00:00,M14,6,OP-11,1,64.08,2.484,3.993,bar,18.88,1765.1,1393.0,0
2026-06-01 01:00:00,M15,93,OP-12,1,65.87,2.873,4.007,bar,18.67,1763.9,11833.0,0
2026-06-01 01:00:00,M16,149,OP-08,1,69.72,3.567,3.913,bar,21.16,1747.4,18553.0,1
2026-06-01 01:00:00,M17,29,OP-09,1,73.05,3.799,3.801,bar,20.34,1760.5,4153.0,0
2026-06-01 01:00:00,M18,145,OP-02,1,67.48,3.287,58.01,psi,19.44,1747.3,18073.0,0
2026-06-01 01:00:00,M19,26,OP-02,1,69.02,3.208,58.954,psi,19.1,1760.3,3793.0,0
2026-06-01 01:00:00,M20,87,OP-12,1,72.1,3.981,55.553,psi,21.06,1749.8,11113.0,1
2026-06-01 01:00:00,M21,148,OP-07,1,67.27,2.87,59.809,psi,18.34,1762.9,18433.0,0
2026-06-01 01:00:00,M22,59,OP-07,1,63.58,2.105,59.612,psi,17.12,1770.1,7753.0,0
2026-06-01 01:00:00,M23,65,OP-03,1,69.9,3.488,55.68,psi,19.9,1743.7,8473.0,0
2026-06-01 01:00:00,M24,54,OP-02,1,74.7,,55.726,psi,20.61,1725.5,7153.0,1
2026-06-01 01:00:00,M25,131,OP-01,1,68.78,3.185,56.053,psi,18.68,1761.0,16393.0,0
2026-06-01 02:00:00,M01,171,OP-04,1,73.76,4.143,3.641,bar,21.43,1740.6,21194.0,1
2026-06-01 02:00:00,M02,115,OP-04,1,64.48,2.706,4.018,bar,19.38,1772.4,14474.0,0
2026-06-01 02:00:00,M03,125,OP-06,1,69.61,3.167,3.883,bar,19.24,1755.8,15674.0,0
2026-06-01 02:00:00,M04,163,OP-07,1,75.63,4.136,3.855,bar,21.93,1731.5,20234.0,1
2026-06-01 02:00:00,M05,107,OP-12,1,66.24,2.675,3.857,bar,19.14,1752.3,13514.0,0
2026-06-01 02:00:00,M06,141,OP-09,1,67.14,3.181,3.788,bar,20.72,1752.1,17594.0,0
2026-06-01 02:00:00,M07,151,OP-07,1,73.62,4.331,3.628,bar,21.65,1746.5,18794.0,1
2026-06-01 02:00:00,M08,45,OP-11,1,71.13,3.913,3.838,bar,21.94,1755.3,6074.0,0
2026-06-01 02:00:00,M09,15,OP-08,1,65.26,2.277,3.946,bar,17.7,1769.8,2474.0,0
